"서울","외국인","여자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대구","내국인","남자",463,620,661,1057,872,1311,1103,1135,843,954,862,739,520,373,361,390,396,374,1184,1146,308,333,368,302,440,381,654,565,1387,938,2514,1876,3158,2314,1197,471,18,13,113,99,868,976
"대구","내국인","여자",302,433,380,719,716,954,864,1021,810,896,787,669,475,350,326,366,377,376,1066,1104,323,319,373,388,396,425,676,597,1395,923,2653,1651,2803,1840,1016,306,0,16,115,53,829,824
"대구","외국인","남자",743,716,1061,792,1556,1346,2147,1024,2110,842,1576,1117,642,931,463,494,426,498,1263,1509,363,489,419,515,406,620,500,641,393,630,866,1188,1888,2126,286,1769,0,1880,1547,174,628,1263
"대구","외국인","여자",917,788,1263,671,1658,1067,2130,821,2016,599,1633,857,789,720,567,448,510,445,1511,1349,478,471,620,485,551,580,670,739,625,756,1123,1311,2308,2263,376,2194,0,2277,2028,206,859,1091
"동해","내국인","남자",8,5,6,5,10,11,4,6,10,21,46,51,108,85,102,105,89,64,285,232,124,55,211,124,71,87,38,79,53,75,36,72,39,54,0,0,3,2,127,134,274,435
"동해","내국인","여자",0,0,0,0,1,0,0,0,0,0,2,0,17,15,57,37,51,41,149,132,51,30,40,44,27,24,33,28,34,29,23,32,29,28,0,0,0,0,55,76,86,117
"동해","외국인","남자",7,10,28,14,13,19,12,19,4,11,8,18,27,27,124,113,204,176,528,491,142,115,172,124,138,53,946,55,2999,91,2067,160,1880,69,13,2,24,1,942,201,3850,654
"동해","외국인","여자",0,2,0,0,1,4,1,0,0,0,0,0,32,17,119,117,213,209,550,549,149,145,113,120,58,48,230,43,534,56,356,57,447,30,0,0,0,0,488,250,1306,625
"대산(서산)","내국인","남자",2,1,2,1,1,0,9,2,3,12,5,2,0,1,2,1,161,145,214,158,11,52,2,1,136,178,435,513,404,484,236,253,0,0,1,0,1,1,2,7,14,1
"대산(서산)","내국인","여자",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,2,6,2,0,0,-,-,0,2,7,18,10,8,2,2,0,0,0,0,0,0,0,0,0,0
"대산(서산)","외국인","남자",9,24,14,43,27,50,33,26,21,17,24,20,21,19,11,11,12,7,30,23,7,3,4,5,1,5,8,9,4,5,6,2,2,2,2,6,0,19,2,6,4,3
"대산(서산)","외국인","여자",1,0,0,2,0,0,0,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,-,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"통영","내국인","남자",6,3,7,0,6,5,3,6,11,3,6,2,4,2,5,3,1,1,9,13,6,0,5,2,4,0,8,5,3,2,2,2,5,5,35,26,38,38,12,26,5,2
"통영","내국인","여자",8,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,-,-,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
